#{"t_start": 1740379874.6132984, "env_id": "ALE/Breakout-v5"}
r,l,t
7.0,281,2382.27427
7.0,275,2382.608998
7.0,278,2382.944921
3.0,250,2383.259953
11.0,450,2384.530125
2.0,233,2385.089326
8.0,438,2386.353657
7.0,285,2387.030748
6.0,395,2388.004183
1.0,209,2388.516347
4.0,279,2389.28503
3.0,257,2389.996442
6.0,401,2391.073592
7.0,288,2391.8511
8.0,324,2392.667206
7.0,405,2393.700435
7.0,418,2394.757711
3.0,260,2395.370692
9.0,365,2396.08612
4.0,288,2396.444763
9.0,370,2396.906019
7.0,430,2397.91936
7.0,417,2398.960661
11.0,455,2400.10536
2.0,221,2400.632427
7.0,280,2401.360424
11.0,439,2402.533937
3.0,252,2403.129684
2.0,231,2403.658305
7.0,285,2404.361786
2.0,235,2404.939269
1.0,211,2405.468525
3.0,262,2406.090246
7.0,292,2406.796206
6.0,382,2407.809514
1.0,209,2408.321109
3.0,248,2408.967706
3.0,290,2409.703766
7.0,284,2410.428701
3.0,268,2411.041318
7.0,278,2411.851296
2.0,217,2412.398442
7.0,430,2413.448447
11.0,451,2414.601651
2.0,211,2415.126779
5.0,354,2416.080143
1.0,183,2416.562468
4.0,276,2417.346614
3.0,246,2418.138165
7.0,291,2418.969999
11.0,438,2420.155596
4.0,281,2420.929875
11.0,451,2422.035286
7.0,430,2423.109285
3.0,256,2423.729509
7.0,430,2424.939715
6.0,392,2425.985705
3.0,266,2426.631965
11.0,443,2427.845216
3.0,252,2428.529825
8.0,299,2429.289513
3.0,263,2429.926672
3.0,264,2430.588795
2.0,222,2431.135362
3.0,270,2431.804008
11.0,313,2432.557245
1.0,184,2433.000108
6.0,386,2433.998671
5.0,364,2434.902014
7.0,418,2435.993126
11.0,455,2437.198869
5.0,341,2438.013498
6.0,401,2439.020233
3.0,247,2439.640848
3.0,261,2440.397932
11.0,435,2441.72998
3.0,254,2442.346169
8.0,317,2443.158648
6.0,373,2444.10107
4.0,298,2444.82884
11.0,446,2445.991996
7.0,409,2447.046748
7.0,412,2448.134477
3.0,250,2448.745978
3.0,247,2449.384706
7.0,292,2449.788301
7.0,296,2450.18825
11.0,441,2450.75438
8.0,306,2451.147553
9.0,363,2451.627008
11.0,432,2452.814305
7.0,426,2453.931511
7.0,405,2454.963727
7.0,283,2455.709115
11.0,437,2456.883398
7.0,421,2457.961486
2.0,212,2458.509616
4.0,284,2459.207265
5.0,347,2460.148431
3.0,249,2460.723412
7.0,289,2461.440591
11.0,452,2462.607644
9.0,498,2463.852786
3.0,281,2464.556621
5.0,330,2465.380892
3.0,275,2466.060385
1.0,190,2466.543496
0.0,130,2466.832232
3.0,261,2467.506778
4.0,328,2468.299755
1.0,195,2468.811122
2.0,257,2469.466464
5.0,415,2470.481045
4.0,314,2471.316867
4.0,312,2472.092875
3.0,245,2472.705644
6.0,398,2473.703175
3.0,265,2474.366201
11.0,431,2475.536838
7.0,276,2476.206208
8.0,319,2477.098793
11.0,299,2477.903055
5.0,319,2478.742333
9.0,378,2479.748016
11.0,457,2480.868453
7.0,404,2481.905575
7.0,284,2482.601887
9.0,502,2483.899959
3.0,265,2484.509753
7.0,429,2485.626297
11.0,297,2486.352787
3.0,257,2486.988243
13.0,390,2487.9633
4.0,333,2488.792136
2.0,222,2489.29617
7.0,442,2490.430844
7.0,407,2491.476888
7.0,292,2492.209276
4.0,303,2492.976534
7.0,270,2493.745246
2.0,220,2494.347251
8.0,468,2495.59168
3.0,252,2496.193259
7.0,422,2497.300576
11.0,451,2498.461864
3.0,249,2499.133723
3.0,254,2499.774531
2.0,212,2500.335028
5.0,359,2501.309951
11.0,452,2502.505766
8.0,340,2503.372765
12.0,365,2504.284741
11.0,446,2505.456944
5.0,341,2506.33541
11.0,430,2506.91063
9.0,542,2507.616527
7.0,284,2507.96205
5.0,329,2508.370981
8.0,432,2509.457959
7.0,422,2510.622219
3.0,265,2511.279151
7.0,279,2512.007998
0.0,151,2512.347638
1.0,193,2512.813196
2.0,221,2513.354113
7.0,417,2514.46835
4.0,284,2515.15144
6.0,378,2516.1506
7.0,403,2517.197114
7.0,299,2517.961087
8.0,304,2518.761848
6.0,370,2519.714494
11.0,306,2520.530232
3.0,251,2521.124934
7.0,276,2521.861966
2.0,231,2522.405841
11.0,316,2523.193185
7.0,270,2523.862259
5.0,367,2524.889336
1.0,209,2525.385299
4.0,301,2526.114867
3.0,254,2526.782125
8.0,327,2527.604143
0.0,174,2527.990879
5.0,333,2528.890956
0.0,168,2529.287444
3.0,251,2529.952055
0.0,172,2530.356091
0.0,171,2530.758742
0.0,177,2531.167181
0.0,167,2531.5467
0.0,160,2531.917248
0.0,170,2532.30556
0.0,171,2532.717506
2.0,238,2533.280006
0.0,169,2533.707399
0.0,182,2534.103193
0.0,167,2534.488678
7.0,273,2535.206737
8.0,466,2536.372179
0.0,150,2536.720754
2.0,215,2537.241475
0.0,131,2537.558749
0.0,129,2537.87402
0.0,123,2538.164278
0.0,140,2538.509508
4.0,329,2539.307177
8.0,443,2540.472484
2.0,227,2541.027775
11.0,443,2542.168247
3.0,239,2542.754046
3.0,261,2543.45906
7.0,282,2544.250475
3.0,253,2544.901702
7.0,289,2545.648562
4.0,333,2546.718285
8.0,446,2547.818205
6.0,394,2548.81404
4.0,286,2549.527211
7.0,284,2549.876627
3.0,253,2550.205772
7.0,273,2550.546453
4.0,271,2551.074927
7.0,418,2552.153008
2.0,215,2552.689998
2.0,236,2553.270676
6.0,381,2554.325573
9.0,479,2555.651574
1.0,166,2556.034969
0.0,153,2556.427597
11.0,440,2557.595803
6.0,397,2558.581453
1.0,188,2559.026962
7.0,287,2559.764568
4.0,289,2560.435938
4.0,285,2561.222347
11.0,295,2561.956657
6.0,399,2563.043513
11.0,450,2564.168107
6.0,398,2565.165584
7.0,290,2565.887719
2.0,213,2566.440161
11.0,457,2567.653105
4.0,279,2568.320527
4.0,296,2569.036319
4.0,291,2569.869982
7.0,410,2570.514148
7.0,403,2571.040442
11.0,455,2572.093634
7.0,295,2572.794287
7.0,294,2573.536295
11.0,450,2574.684239
7.0,288,2575.466674
7.0,272,2576.165709
2.0,229,2576.756585
7.0,403,2577.850147
4.0,281,2578.55684
7.0,419,2579.64184
11.0,441,2580.83052
6.0,376,2581.821632
7.0,275,2582.533864
2.0,219,2583.073332
7.0,411,2584.140914
9.0,389,2585.093324
7.0,430,2586.219078
4.0,338,2587.049259
0.0,162,2587.419262
0.0,156,2587.788898
0.0,183,2588.254838
0.0,161,2588.635283
3.0,289,2589.428077
11.0,441,2590.528854
3.0,260,2591.201348
7.0,428,2592.298787
6.0,395,2593.306284
7.0,422,2594.382036
5.0,362,2595.302517
1.0,193,2595.751605
6.0,402,2596.857742
4.0,311,2597.623888
6.0,409,2598.652507
7.0,404,2599.66826
11.0,316,2600.475288
2.0,238,2601.006011
5.0,333,2601.806291
0.0,169,2602.209302
0.0,181,2602.648743
0.0,162,2603.018315
0.0,165,2603.415716
0.0,170,2603.791553
2.0,231,2604.321828
0.0,170,2604.710137
4.0,293,2605.45007
2.0,227,2606.023251
6.0,387,2607.031112
4.0,283,2607.753665
7.0,411,2608.839968
11.0,452,2609.9236
7.0,292,2610.291551
11.0,454,2610.845039
7.0,298,2611.429261
11.0,313,2612.212008
7.0,429,2613.328094
7.0,421,2614.414252
11.0,434,2615.581753
7.0,275,2616.307276
3.0,265,2616.97143
11.0,438,2618.097111
3.0,262,2618.738902
11.0,458,2619.954116
7.0,277,2620.660155
7.0,409,2621.782696
7.0,410,2622.889853
5.0,350,2623.843283
8.0,320,2624.657358
7.0,419,2625.73917
11.0,447,2626.884605
11.0,441,2628.004066
7.0,411,2629.041469
3.0,267,2629.788981
5.0,323,2630.67891
2.0,238,2631.231378
5.0,357,2632.116908
11.0,300,2632.956044
5.0,362,2633.899637
4.0,295,2634.25208
7.0,294,2634.625201
6.0,387,2635.303046
3.0,262,2635.990454
6.0,377,2636.938302
2.0,237,2637.512082
7.0,418,2638.580329
7.0,287,2639.284287
7.0,419,2640.386574
7.0,416,2641.500777
7.0,419,2642.538243
6.0,377,2643.480293
2.0,234,2644.034364
6.0,387,2645.025036
7.0,287,2645.721115
5.0,344,2646.601425
7.0,427,2647.687795
7.0,409,2648.726925
2.0,228,2649.310982
7.0,419,2650.386881
3.0,261,2651.043044
2.0,224,2651.5886
6.0,384,2652.590298
8.0,303,2653.403677
1.0,205,2653.868999
3.0,260,2654.50887
7.0,402,2655.54724
7.0,281,2656.266748
8.0,319,2657.043602
7.0,285,2657.821047
7.0,427,2658.921157
4.0,317,2659.74068
11.0,448,2660.909105
3.0,254,2661.509247
7.0,409,2662.62086
7.0,400,2663.616677
7.0,275,2664.326967
7.0,289,2665.091363
6.0,382,2666.062889
3.0,267,2666.708422
4.0,271,2667.383918
6.0,392,2668.440063
5.0,346,2669.323901
4.0,272,2669.98485
3.0,248,2670.631031
11.0,435,2671.910257
1.0,210,2672.600716
3.0,250,2673.216766
7.0,407,2674.318775
6.0,395,2675.381397
7.0,279,2676.102931
3.0,267,2676.785345
7.0,410,2677.853875
2.0,228,2678.43127
7.0,409,2679.566563
7.0,416,2680.655766
7.0,421,2681.790195
11.0,444,2682.905701
6.0,398,2683.893225
8.0,448,2684.466348
8.0,305,2684.850428
7.0,403,2685.813257
11.0,436,2686.910601
7.0,418,2687.971759
3.0,242,2688.546145
8.0,347,2689.453629
4.0,291,2690.169544
5.0,349,2690.869707
2.0,240,2691.159619
3.0,241,2691.433059
7.0,429,2692.200393
3.0,252,2692.861753
7.0,280,2693.672887
11.0,313,2694.723957
2.0,233,2695.305497
0.0,155,2695.734864
0.0,158,2696.122052
1.0,193,2696.475312
0.0,160,2696.652756
0.0,163,2696.841383
0.0,159,2697.021387
3.0,270,2697.320354
11.0,454,2698.328059
3.0,242,2698.932922
2.0,213,2699.496529
2.0,230,2700.10897
3.0,246,2700.726516
7.0,298,2701.525498
7.0,276,2702.136147
7.0,296,2702.502115
11.0,446,2703.049527
7.0,423,2703.574293
7.0,415,2704.142684
11.0,492,2705.320889
7.0,412,2706.381437
2.0,226,2706.96952
7.0,277,2707.709345
7.0,271,2708.067081
2.0,218,2708.318094
3.0,288,2708.670217
11.0,308,2709.07237
11.0,294,2709.471087
3.0,265,2709.773638
7.0,407,2710.569996
11.0,313,2711.430126
7.0,405,2712.520382
3.0,249,2713.171896
7.0,401,2714.264417
11.0,456,2715.431663
11.0,432,2716.139438
7.0,408,2716.679196
6.0,382,2717.489348
6.0,386,2718.525667
9.0,384,2719.506556
3.0,260,2720.139479
5.0,337,2720.628736
7.0,422,2721.146262
8.0,432,2721.723842
1.0,204,2721.951571
6.0,390,2722.451305
4.0,297,2723.162556
4.0,369,2724.093488
3.0,294,2724.850758
5.0,370,2725.835392
5.0,343,2726.323016
7.0,410,2726.861927
4.0,272,2727.204497
4.0,267,2727.542282
11.0,450,2728.149506
3.0,266,2728.723849
3.0,247,2729.338091
2.0,212,2729.850117
7.0,291,2730.632964
7.0,275,2731.386987
8.0,314,2731.899315
11.0,308,2732.279421
7.0,426,2732.818283
3.0,251,2733.121708
2.0,228,2733.400464
5.0,364,2733.838492
7.0,401,2734.810972
2.0,213,2735.377072
6.0,393,2736.373347
11.0,319,2737.176904
5.0,349,2737.663907
11.0,452,2738.261078
7.0,416,2738.790578
3.0,261,2739.09764
5.0,331,2739.521854
3.0,258,2740.062699
11.0,439,2741.226904
11.0,440,2742.331542
3.0,253,2742.936398
7.0,293,2743.343152
11.0,446,2743.924504
6.0,395,2744.397626
7.0,416,2744.957612
4.0,273,2745.380083
11.0,291,2746.147108
7.0,298,2746.852138
4.0,300,2747.618652
4.0,297,2748.292263
3.0,265,2748.826732
11.0,447,2749.375545
7.0,273,2749.704585
8.0,298,2750.076454
7.0,409,2750.566387
6.0,380,2751.137599
7.0,420,2752.21932
7.0,401,2753.276416
6.0,398,2754.276403
3.0,249,2754.637044
2.0,217,2754.878728
8.0,320,2755.294682
5.0,340,2756.032443
7.0,424,2757.074453
7.0,276,2757.752953
7.0,408,2758.791992
7.0,429,2759.435824
2.0,229,2759.700759
11.0,431,2760.236746
8.0,326,2760.612787
4.0,292,2760.954591
11.0,431,2761.841109
3.0,257,2762.542391
4.0,280,2763.265939
11.0,432,2764.420886
3.0,259,2764.872518
6.0,384,2765.336824
3.0,255,2765.625417
6.0,378,2766.138398
6.0,371,2766.604275
7.0,276,2767.011581
2.0,212,2767.538325
11.0,444,2768.736825
6.0,398,2769.743339
7.0,416,2770.552882
7.0,290,2770.889069
7.0,403,2771.441218
2.0,238,2772.015431
8.0,301,2773.132859
7.0,418,2774.304318
7.0,276,2774.952317
6.0,378,2775.459308
5.0,314,2775.913721
6.0,390,2776.460624
3.0,282,2776.788477
8.0,325,2777.253723
6.0,379,2778.256587
7.0,441,2779.403618
2.0,224,2780.003023
9.0,346,2780.910258
4.0,313,2781.682031
3.0,258,2782.296868
5.0,349,2783.269945
8.0,459,2784.517213
8.0,335,2785.250735
7.0,426,2785.793271
4.0,309,2786.180194
6.0,386,2787.096736
8.0,458,2788.368378
3.0,254,2788.980213
5.0,365,2789.917666
11.0,432,2791.043293
3.0,251,2791.691548
3.0,249,2792.322715
3.0,249,2792.946089
7.0,411,2794.027904
4.0,304,2794.820779
7.0,279,2795.552392
11.0,297,2796.342679
7.0,280,2797.091347
11.0,455,2798.267638
7.0,298,2798.98697
7.0,430,2800.066073
3.0,269,2800.791479
7.0,417,2801.861841
11.0,306,2802.610047
6.0,377,2803.584511
6.0,383,2804.593334
11.0,431,2805.795772
7.0,408,2806.908371
11.0,292,2807.630181
6.0,382,2808.620315
11.0,320,2809.464995
8.0,315,2810.314764
9.0,354,2811.214381
3.0,240,2811.797817
6.0,370,2812.768226
11.0,293,2813.534778
10.0,435,2814.606991
10.0,435,2815.725145
6.0,391,2816.72052
2.0,224,2817.292381
3.0,266,2817.977459
3.0,266,2818.627326
4.0,315,2819.420828
0.0,155,2819.816921
2.0,244,2820.403548
3.0,303,2821.140753
0.0,183,2821.548748
3.0,297,2821.896778
0.0,166,2822.10589
0.0,158,2822.28217
2.0,239,2822.596351
2.0,231,2823.11921
0.0,178,2823.605201
2.0,242,2824.245239
2.0,238,2824.843245
3.0,298,2825.634466
2.0,240,2826.230763
0.0,174,2826.599759
2.0,236,2827.197912
0.0,178,2827.615564
2.0,253,2828.256991
0.0,183,2828.632034
2.0,250,2829.237107
0.0,167,2829.560098
0.0,157,2829.74377
0.0,173,2829.934548
3.0,294,2830.283891
2.0,246,2830.558319
2.0,230,2831.069237
2.0,239,2831.668336
2.0,247,2832.302062
2.0,242,2832.918997
2.0,247,2833.569587
3.0,301,2834.208506
2.0,244,2834.487775
0.0,183,2834.718777
2.0,239,2835.001469
1.0,227,2835.278177
1.0,199,2835.519202
0.0,162,2835.6979
0.0,171,2835.879592
0.0,178,2836.084658
1.0,214,2836.342217
1.0,221,2836.88291
2.0,232,2837.467857
0.0,164,2837.864254
1.0,219,2838.444114
1.0,219,2838.967664
1.0,228,2839.491366
1.0,227,2839.876693
1.0,209,2840.109288
1.0,210,2840.34162
0.0,167,2840.538999
1.0,203,2840.789995
1.0,222,2841.03323
0.0,183,2841.229903
1.0,198,2841.467317
0.0,155,2841.664063
0.0,175,2841.858422
1.0,207,2842.206895
0.0,174,2842.617475
1.0,220,2843.153714
1.0,217,2843.670167
0.0,174,2844.057776
1.0,215,2844.549163
0.0,172,2844.945531
0.0,169,2845.377258
2.0,255,2845.730518
0.0,158,2845.919766
0.0,181,2846.117937
0.0,166,2846.323322
0.0,166,2846.525582
0.0,172,2846.909851
1.0,225,2847.450985
0.0,172,2847.827428
0.0,172,2848.266606
0.0,181,2848.708784
0.0,181,2849.100359
0.0,156,2849.485873
0.0,162,2849.902843
0.0,171,2850.14032
0.0,155,2850.322965
0.0,155,2850.497245
0.0,181,2850.68964
0.0,156,2850.86481
0.0,172,2851.068097
0.0,168,2851.441501
0.0,183,2851.846208
0.0,158,2852.228464
0.0,181,2852.667486
0.0,166,2853.082693
0.0,173,2853.473984
0.0,162,2853.88951
0.0,162,2854.338122
0.0,156,2854.600401
0.0,181,2854.858904
0.0,164,2855.039535
0.0,160,2855.219467
0.0,163,2855.408229
0.0,167,2855.596789
0.0,175,2855.803151
0.0,172,2856.002354
0.0,154,2856.184491
0.0,183,2856.383297
0.0,157,2856.56083
0.0,165,2856.752434
0.0,156,2857.073521
0.0,173,2857.52048
0.0,167,2857.89997
0.0,160,2858.294322
0.0,183,2858.711181
0.0,159,2859.146607
0.0,180,2859.612245
0.0,171,2860.010096
1.0,221,2860.377702
1.0,227,2860.655641
0.0,165,2860.853987
0.0,162,2861.027442
1.0,224,2861.283784
0.0,178,2861.476082
0.0,182,2861.694018
0.0,174,2861.880481
0.0,182,2862.100696
0.0,166,2862.301074
0.0,180,2862.523673
0.0,169,2862.922638
0.0,183,2863.349472
0.0,163,2863.776088
0.0,166,2864.187937
0.0,160,2864.572608
0.0,162,2864.984138
0.0,172,2865.359862
0.0,164,2865.785601
0.0,183,2866.031775
0.0,171,2866.232916
0.0,156,2866.403793
0.0,154,2866.582058
0.0,164,2866.756434
1.0,216,2867.017916
0.0,166,2867.203627
0.0,154,2867.376391
0.0,181,2867.614777
0.0,181,2867.797637
0.0,158,2867.983694
0.0,173,2868.210962
0.0,167,2868.587218
0.0,182,2868.982781
0.0,182,2869.481764
0.0,155,2869.838312
0.0,183,2870.34007
0.0,171,2870.739017
0.0,177,2871.162735
0.0,158,2871.565376
0.0,163,2871.764581
0.0,154,2871.940564
0.0,165,2872.136413
0.0,169,2872.325212
0.0,161,2872.503599
0.0,179,2872.689116
0.0,169,2873.11822
0.0,154,2873.49099
0.0,161,2873.909493
0.0,183,2874.320136
0.0,177,2874.745578
0.0,173,2875.148481
0.0,170,2875.528654
0.0,163,2875.931104
0.0,181,2876.230098
0.0,154,2876.405256
0.0,156,2876.610039
0.0,156,2876.804318
0.0,159,2876.993483
0.0,167,2877.194213
0.0,182,2877.391574
0.0,161,2877.565728
0.0,167,2877.753888
0.0,183,2877.93759
0.0,156,2878.121289
0.0,170,2878.302841
0.0,164,2878.612641
0.0,170,2878.988387
0.0,171,2879.382807
0.0,180,2879.810192
0.0,169,2880.260104
0.0,182,2880.644572
0.0,179,2881.074151
0.0,179,2881.513802
0.0,183,2881.862737
0.0,156,2882.053277
0.0,164,2882.233947
0.0,169,2882.434861
0.0,163,2882.648648
0.0,162,2882.826047
0.0,170,2883.108411
0.0,164,2883.529683
0.0,156,2883.892751
0.0,157,2884.271415
0.0,161,2884.679515
0.0,160,2885.06448
0.0,167,2885.456971
0.0,182,2885.851254
0.0,163,2886.301302
3.0,246,2886.663836
0.0,178,2886.866385
0.0,159,2887.062468
0.0,181,2887.27338
0.0,183,2887.465426
0.0,169,2887.652819
0.0,181,2887.847557
1.0,209,2888.103277
0.0,170,2888.282443
0.0,156,2888.477442
0.0,159,2888.714461
0.0,179,2889.171367
0.0,167,2889.640167
0.0,170,2890.039186
0.0,156,2890.426003
0.0,166,2890.975888
0.0,175,2891.467091
0.0,180,2891.957411
1.0,183,2892.250429
0.0,173,2892.437904
0.0,180,2892.635409
0.0,155,2892.836762
0.0,169,2893.027152
0.0,172,2893.225171
0.0,168,2893.616773
0.0,175,2893.992843
0.0,183,2894.414882
0.0,156,2894.80771
0.0,159,2895.199079
0.0,171,2895.636326
0.0,181,2896.041604
0.0,177,2896.451169
0.0,168,2896.721963
0.0,162,2896.908145
1.0,218,2897.146606
0.0,162,2897.356483
0.0,157,2897.537954
0.0,159,2897.733507
0.0,162,2898.108239
2.0,234,2898.69227
0.0,170,2899.083224
0.0,166,2899.470076
0.0,183,2899.908604
0.0,176,2900.315269
0.0,157,2900.67229
0.0,156,2901.065875
0.0,174,2901.31401
0.0,173,2901.507623
0.0,175,2901.701526
0.0,160,2901.899344
0.0,163,2902.084658
0.0,182,2902.273334
1.0,203,2902.707566
0.0,160,2903.069067
3.0,271,2903.79205
0.0,176,2904.21234
0.0,157,2904.637838
0.0,178,2905.053709
0.0,157,2905.424954
1.0,214,2905.960247
0.0,173,2906.358126
1.0,203,2906.845546
1.0,207,2907.372262
0.0,166,2907.793685
0.0,171,2908.202794
0.0,169,2908.5909
8.0,334,2909.486043
0.0,179,2909.896423
3.0,255,2910.546399
0.0,181,2911.026481
0.0,171,2911.421048
0.0,180,2911.820196
0.0,165,2912.225899
0.0,169,2912.623075
0.0,168,2913.00285
0.0,179,2913.446719
0.0,175,2913.853845
1.0,202,2914.356851
0.0,172,2914.748048
0.0,158,2915.145088
2.0,214,2915.709024
3.0,277,2916.422668
0.0,164,2916.843381
1.0,204,2917.351362
0.0,156,2917.750636
0.0,167,2918.237789
0.0,161,2918.617351
1.0,209,2919.097401
0.0,172,2919.493765
0.0,154,2919.890183
2.0,251,2920.48936
0.0,175,2920.894166
0.0,171,2921.283742
8.0,338,2922.159023
0.0,171,2922.53139
0.0,166,2922.874901
0.0,164,2923.071418
0.0,182,2923.276502
1.0,202,2923.517256
0.0,166,2923.719313
1.0,205,2923.969551
4.0,329,2924.836876
0.0,179,2925.232431
0.0,155,2925.667147
1.0,198,2926.135765
2.0,224,2926.698706
0.0,165,2927.096107
0.0,172,2927.50324
0.0,178,2927.950217
0.0,161,2928.312258
2.0,226,2928.856899
3.0,249,2929.49343
0.0,181,2929.881721
0.0,166,2930.269999
2.0,246,2930.862216
0.0,166,2931.235833
0.0,167,2931.640654
2.0,239,2932.24937
0.0,178,2932.640298
4.0,301,2933.481604
0.0,164,2933.853532
3.0,281,2934.605935
4.0,330,2935.457119
0.0,160,2935.849153
1.0,204,2936.307577
0.0,168,2936.691925
2.0,256,2937.319868
6.0,411,2938.408954
1.0,213,2938.934021
0.0,155,2939.293842
0.0,164,2939.671883
1.0,208,2940.189491
0.0,154,2940.553379
1.0,215,2941.046594
0.0,156,2941.24349
1.0,198,2941.471874
1.0,202,2941.722757
1.0,209,2941.983603
1.0,216,2942.391561
0.0,158,2942.806726
2.0,253,2943.47838
1.0,186,2944.008964
1.0,226,2944.545048
0.0,172,2944.921413
1.0,212,2945.455736
0.0,172,2945.861362
1.0,206,2946.423002
0.0,168,2946.824037
0.0,179,2947.231918
1.0,220,2947.749275
0.0,168,2948.153436
3.0,254,2948.781793
2.0,231,2949.320835
2.0,249,2949.952134
2.0,259,2950.364114
1.0,204,2950.598345
2.0,258,2950.934626
3.0,271,2951.306583
1.0,226,2951.830843
1.0,206,2952.33184
1.0,222,2952.884128
1.0,212,2953.398726
1.0,212,2953.910316
1.0,214,2954.427911
0.0,163,2954.737818
1.0,211,2954.98804
1.0,192,2955.212685
5.0,380,2955.672615
1.0,204,2956.085954
4.0,347,2956.935118
5.0,355,2957.882575
4.0,320,2958.701782
6.0,382,2959.47114
1.0,220,2959.726112
1.0,210,2959.974766
4.0,298,2960.346014
1.0,215,2960.60412
2.0,216,2960.86219
1.0,226,2961.13711
1.0,191,2961.35849
4.0,321,2962.084035
2.0,262,2962.741925
5.0,356,2963.669785
2.0,262,2964.330026
3.0,292,2964.972666
9.0,374,2965.444186
3.0,247,2965.750992
4.0,289,2966.089917
4.0,313,2966.476588
3.0,271,2966.811411
6.0,423,2967.54285
7.0,410,2968.637128
7.0,294,2969.356631
7.0,430,2970.420995
7.0,402,2971.461708
4.0,317,2972.001424
5.0,325,2972.411773
7.0,423,2972.965724
7.0,277,2973.297318
7.0,283,2973.664597
2.0,238,2973.952354
7.0,284,2974.636537
7.0,410,2975.654585
7.0,406,2976.820802
11.0,458,2977.69406
4.0,284,2978.06562
3.0,300,2978.461406
3.0,266,2979.07139
9.0,370,2980.127548
2.0,237,2980.690824
11.0,435,2981.795443
7.0,427,2982.411996
11.0,436,2983.004027
7.0,418,2983.537553
8.0,430,2984.135532
2.0,237,2984.584369
4.0,296,2985.343726
8.0,476,2986.593342
7.0,468,2987.72868
5.0,358,2988.214854
9.0,387,2988.740429
6.0,399,2989.238714
11.0,435,2989.805562
4.0,279,2990.405222
4.0,293,2991.121046
7.0,294,2991.859025
8.0,314,2992.646981
2.0,253,2993.25846
1.0,210,2993.577929
3.0,276,2993.935072
3.0,285,2994.286012
2.0,236,2994.577005
3.0,288,2994.948016
3.0,288,2995.326683
1.0,211,2995.57091
2.0,248,2996.189003
2.0,240,2996.790613
6.0,361,2997.794804
1.0,225,2998.360206
4.0,306,2999.06458
2.0,251,2999.392
8.0,318,2999.784432
4.0,299,3000.150506
1.0,205,3000.377754
3.0,269,3000.721749
1.0,192,3000.932946
6.0,339,3001.476436
3.0,244,3002.117064
1.0,215,3002.61433
3.0,281,3003.30765
1.0,186,3003.763852
10.0,509,3004.900167
3.0,266,3005.271783
2.0,235,3005.571618
5.0,365,3006.266151
6.0,373,3007.559483
7.0,422,3008.653376
9.0,388,3009.466267
3.0,246,3009.78311
2.0,219,3010.047069
7.0,291,3010.404366
11.0,445,3010.994625
3.0,257,3011.320978
7.0,419,3012.230325
11.0,447,3013.422939
8.0,318,3014.350139
8.0,481,3015.667521
5.0,347,3016.584526
3.0,264,3017.322905
3.0,258,3017.932629
8.0,330,3018.758369
2.0,215,3019.337148
8.0,312,3020.184356
9.0,370,3021.15696
2.0,218,3021.723155
4.0,292,3022.12476
3.0,264,3022.46189
7.0,294,3022.83461
2.0,230,3023.293177
2.0,221,3023.822581
7.0,289,3024.57032
3.0,247,3025.21387
4.0,309,3025.997734
5.0,364,3026.933251
3.0,243,3027.602994
8.0,450,3028.744448
3.0,243,3029.357783
11.0,299,3030.123261
7.0,402,3031.268289
2.0,217,3031.795207
3.0,280,3032.478335
7.0,405,3033.541095
6.0,383,3034.536414
4.0,312,3035.308115
6.0,401,3036.309593
3.0,259,3036.967371
1.0,160,3037.335125
2.0,220,3037.86944
3.0,251,3038.488334
11.0,457,3039.627921
4.0,275,3040.343401
3.0,253,3040.991894
3.0,258,3041.625633
4.0,285,3042.358987
1.0,163,3042.719901
1.0,186,3043.167087
3.0,230,3043.755975
4.0,259,3044.429233
7.0,404,3045.544726
3.0,269,3045.919833
8.0,309,3046.304547
7.0,283,3046.628567
2.0,211,3046.968926
3.0,260,3047.598937
11.0,318,3048.35239
2.0,232,3048.889195
5.0,367,3049.814741
7.0,284,3050.491672
7.0,404,3051.549615
8.0,337,3052.382031
7.0,425,3053.512357
6.0,395,3054.519992
7.0,295,3055.265991
3.0,270,3055.926346
7.0,405,3056.96793
7.0,413,3058.012587
6.0,398,3059.029996
2.0,211,3059.571118
6.0,381,3060.501466
3.0,253,3060.801211
7.0,407,3061.320158
6.0,383,3062.21523
8.0,310,3063.234405
0.0,140,3063.715241
0.0,141,3064.183583
0.0,151,3064.577076
0.0,151,3065.045364
1.0,174,3065.597754
2.0,180,3066.135224
2.0,212,3066.660115
11.0,445,3067.803073
11.0,292,3068.500268
7.0,299,3068.845664
7.0,410,3069.403198
7.0,276,3069.949113
6.0,378,3070.95563
11.0,438,3072.167177
3.0,267,3072.78685
2.0,222,3073.163955
6.0,397,3073.650804
4.0,283,3073.977904
11.0,459,3074.532999
7.0,409,3075.07992
7.0,277,3075.567717
6.0,393,3076.569812
4.0,283,3077.288559
7.0,409,3078.377814
7.0,291,3079.104193
3.0,259,3079.74751
7.0,407,3080.312967
7.0,418,3080.847337
9.0,367,3081.322227
11.0,443,3081.876709
7.0,286,3082.33928
7.0,404,3083.425978
3.0,245,3084.134973
6.0,377,3085.131679
7.0,291,3085.896629
7.0,419,3086.829664
3.0,254,3087.171186
6.0,372,3087.656109
11.0,441,3088.670749
3.0,269,3089.325695
5.0,364,3090.241622
7.0,420,3091.297721
7.0,404,3091.839113
3.0,258,3092.122808
11.0,303,3092.510923
3.0,256,3092.810557
3.0,245,3093.186831
2.0,224,3093.447448
7.0,416,3094.50905
